Time,Rel Hum_%,Wind Speed_km/h,Visibility_km,Press_kPa,Category,Weather
12,89,20,2.8,98.91,1,"Drizzle,Fog"
13,88,22,3.2,98.76,1,"Drizzle,Fog"
14,88,20,2.4,98.69,1,"Drizzle,Fog"
15,87,19,2.4,98.65,1,"Drizzle,Fog"
16,86,19,8,98.74,1,"Freezing Drizzle,Fog"
17,88,22,2.8,98.97,0,Snow
18,90,11,2.4,99.13,0,Snow
19,88,30,12.9,99.31,0,Snow
20,86,32,16.1,99.54,0,Cloudy
21,82,19,24.1,99.75,0,Cloudy
22,81,19,25,99.88,0,Mostly Cloudy
23,81,20,25,100.03,0,Mainly Clear
0,81,19,25,100.19,0,Mainly Clear
1,82,22,25,100.34,0,Snow Showers
2,81,24,25,100.49,0,Mostly Cloudy
3,78,17,25,100.59,0,Mostly Cloudy
4,77,15,25,100.64,0,Mostly Cloudy
5,80,19,25,100.72,0,Mostly Cloudy
6,76,9,25,100.79,0,Mostly Cloudy
7,78,11,25,100.85,0,Mainly Clear
8,80,7,48.3,100.91,0,Mainly Clear
9,81,13,24.1,100.93,0,Mostly Cloudy
10,78,13,48.3,100.94,0,Cloudy
11,80,6,48.3,100.9,0,Cloudy
12,80,7,48.3,100.74,0,Mostly Cloudy
13,72,4,48.3,100.58,0,Cloudy
14,71,9,48.3,100.48,0,Cloudy
15,70,15,48.3,100.28,0,Cloudy
16,69,22,48.3,100.14,0,Cloudy
17,71,11,48.3,100.16,0,Cloudy
18,69,9,25,100.08,0,Cloudy
19,71,19,19.3,100.09,0,Snow
20,81,24,19.3,100.05,0,Snow
21,76,24,25,99.95,0,Mainly Clear
22,73,37,25,99.85,0,Mostly Cloudy
23,81,52,16.1,99.87,1,"Rain,Snow"
0,62,57,25,99.96,0,Mainly Clear
1,63,52,25,100.09,0,Mainly Clear
2,64,52,25,100.21,0,Mainly Clear
3,65,43,25,100.34,0,Mainly Clear
4,63,43,25,100.47,0,Mainly Clear
5,62,43,25,100.59,0,Mainly Clear
6,63,44,25,100.68,0,Mainly Clear
7,62,32,24.1,100.74,0,Mainly Clear
8,63,32,24.1,100.81,0,Mostly Cloudy
9,62,32,24.1,100.88,0,Cloudy
10,61,24,24.1,100.87,0,Mostly Cloudy
11,59,33,24.1,100.84,0,Mainly Clear
12,56,37,24.1,100.77,0,Mainly Clear
13,50,33,24.1,100.7,0,Mostly Cloudy
14,54,19,24.1,100.63,0,Mostly Cloudy
15,56,17,24.1,100.65,0,Mostly Cloudy
16,51,20,24.1,100.67,0,Mostly Cloudy
17,56,11,24.1,100.74,0,Mainly Clear
18,54,17,25,100.77,0,Mainly Clear
19,56,17,25,100.81,0,Mainly Clear
20,58,17,25,100.83,0,Mainly Clear
21,60,9,25,100.85,0,Mainly Clear
22,70,15,25,100.84,0,Mainly Clear
23,73,15,25,100.85,0,Clear
0,68,11,25,100.89,0,Clear
1,65,15,25,100.92,0,Mainly Clear
2,68,15,25,100.99,0,Clear
3,72,11,25,101.07,0,Clear
4,72,11,25,101.19,0,Clear
5,63,13,25,101.33,0,Clear
6,61,15,25,101.47,0,Clear
7,61,15,25,101.55,0,Clear
8,59,9,48.3,101.68,0,Clear
9,56,13,48.3,101.75,0,Mainly Clear
10,56,17,48.3,101.82,0,Mostly Cloudy
11,57,19,48.3,101.86,0,Mostly Cloudy
12,56,22,48.3,101.83,0,Mainly Clear
13,54,22,48.3,101.8,0,Mainly Clear
14,52,22,48.3,101.81,0,Clear
15,51,22,48.3,101.83,0,Mainly Clear
16,51,17,48.3,101.86,0,Mostly Cloudy
17,51,13,48.3,101.9,0,Mostly Cloudy
18,52,15,25,101.94,0,Mainly Clear
19,56,7,25,101.96,0,Mainly Clear
20,59,4,25,101.95,0,Mainly Clear
21,57,4,25,101.96,0,Mostly Cloudy
22,55,4,25,101.98,0,Mostly Cloudy
23,66,6,25,101.96,0,Mostly Cloudy
0,62,7,25,101.92,0,Mostly Cloudy
1,62,6,25,101.88,0,Cloudy
2,59,11,25,101.81,0,Snow
3,64,15,19.3,101.76,0,Snow
4,66,17,8,101.71,0,Snow
5,67,17,9.7,101.7,0,Snow
6,69,13,6.4,101.65,0,Snow
7,73,17,12.9,101.6,0,Snow
8,72,19,16.1,101.61,0,Snow
9,71,17,24.1,101.59,0,Snow
10,70,19,19.3,101.54,0,Cloudy
11,67,20,19.3,101.46,0,Cloudy
12,69,22,4,101.36,0,Snow
13,73,20,1.6,101.29,0,Snow
14,75,20,1.2,101.23,0,Snow
15,74,17,1,101.22,0,Snow
16,76,20,1,101.2,0,Snow
17,77,19,1,101.19,0,Snow
18,77,20,1.6,101.18,0,Snow
19,78,19,1.6,101.14,0,Snow
20,77,20,1.6,101.09,0,Snow
21,77,20,12.9,101.02,0,Cloudy
22,77,19,9.7,100.95,0,Snow
23,79,22,9.7,100.86,1,"Freezing Drizzle,Snow"
0,79,19,11.3,100.82,0,Snow
1,80,15,9.7,100.69,0,Snow
2,82,19,4.8,100.61,1,Freezing Drizzle
3,82,15,4.8,100.56,1,Freezing Rain
4,83,17,8,100.48,1,Freezing Rain
5,81,19,8,100.42,1,Freezing Drizzle
6,82,15,8,100.34,1,Freezing Rain
7,81,13,9.7,100.33,1,Freezing Rain
8,79,11,11.3,100.36,0,Cloudy
9,80,15,12.9,100.36,0,Cloudy
10,81,13,8,100.35,1,Haze
11,82,9,4,100.36,1,"Freezing Drizzle,Haze"
12,83,11,2,100.31,1,"Freezing Drizzle,Haze"
13,81,11,2,100.28,1,"Freezing Drizzle,Haze"
14,83,9,2,100.34,1,"Freezing Rain,Haze"
15,82,6,2.8,100.41,1,"Freezing Rain,Haze"
16,81,0,4.8,100.47,1,Haze
17,81,0,6.4,100.61,0,"Snow,Haze"
18,80,0,4,100.68,0,"Snow,Haze"
19,81,6,4,100.78,0,"Snow,Haze"
20,81,4,4.8,100.85,0,"Snow,Haze"
21,80,15,4,100.99,0,"Snow,Haze"
22,78,15,12.9,101.12,0,Snow
23,78,0,12.9,101.22,0,Snow
0,78,7,12.9,101.32,0,Snow
1,75,9,25,101.36,0,Mostly Cloudy
2,77,4,16.1,101.45,0,Snow Showers
3,76,6,25,101.52,0,Snow Showers
4,78,4,16.1,101.59,0,Snow Showers
5,72,9,16.1,101.62,0,Snow Showers
6,63,13,25,101.63,0,Snow Showers
7,63,22,24.1,101.67,0,Snow
8,64,19,12.9,101.74,0,Snow
9,63,19,19.3,101.82,0,Snow
10,65,17,24.1,101.87,0,Mostly Cloudy
11,62,19,24.1,101.89,0,Mostly Cloudy
12,66,13,24.1,101.86,0,Mostly Cloudy
13,66,9,24.1,101.86,0,Mostly Cloudy
14,66,9,24.1,101.85,0,Mostly Cloudy
15,65,9,24.1,101.9,0,Mostly Cloudy
16,67,11,24.1,101.94,0,Mostly Cloudy
17,68,13,24.1,101.99,0,Mostly Cloudy
18,68,7,25,102.08,0,Mostly Cloudy
19,66,6,25,102.13,0,Mostly Cloudy
20,73,4,25,102.22,0,Mostly Cloudy
21,74,4,25,102.26,0,Snow
22,76,7,25,102.29,0,Snow
23,74,7,25,102.31,0,Mostly Cloudy
0,80,4,25,102.33,0,Mostly Cloudy
1,82,0,25,102.35,0,Mainly Clear
2,82,0,25,102.39,0,Mainly Clear
3,82,0,25,102.4,0,Mainly Clear
4,82,7,16.1,102.42,0,Mainly Clear
5,85,9,9.7,102.47,0,Fog
6,83,7,16.1,102.51,0,Mainly Clear
7,82,9,16.1,102.59,0,Mostly Cloudy
8,80,9,19.3,102.62,0,Mostly Cloudy
9,78,6,24.1,102.62,0,Mostly Cloudy
10,77,7,19.3,102.61,0,Cloudy
11,75,11,6.4,102.57,0,Snow
12,77,11,16.1,102.46,0,Snow
13,76,6,16.1,102.34,0,Snow
14,76,7,16.1,102.27,0,Snow
15,69,19,19.3,102.25,0,Snow
16,74,13,16.1,102.21,0,Snow
17,76,11,19.3,102.19,0,Cloudy
18,77,7,19.3,102.17,0,Snow
19,77,9,25,102.17,0,Snow
20,77,11,25,102.16,0,Mostly Cloudy
21,78,7,25,102.17,0,Mostly Cloudy
22,78,0,25,102.1,0,Cloudy
23,80,6,25,102.03,0,Snow
0,84,9,2,102.02,0,Snow
1,85,11,25,101.98,0,Mostly Cloudy
2,77,20,25,102.07,0,Mostly Cloudy
3,65,15,25,102.11,0,Mostly Cloudy
4,64,13,25,102.16,0,Mainly Clear
5,66,15,25,102.21,0,Mainly Clear
6,70,9,25,102.27,0,Clear
7,74,7,48.3,102.25,0,Clear
8,72,9,48.3,102.31,0,Clear
9,70,13,48.3,102.37,0,Clear
10,66,6,48.3,102.32,0,Mainly Clear
11,62,0,48.3,102.29,0,Clear
12,59,4,48.3,102.21,0,Mainly Clear
13,60,13,48.3,102.11,0,Mainly Clear
14,59,6,48.3,102.05,0,Mainly Clear
15,57,11,48.3,102.01,0,Mainly Clear
16,57,9,48.3,101.99,0,Clear
17,56,11,48.3,101.97,0,Clear
18,57,9,25,101.96,0,Clear
19,61,7,25,101.97,0,Clear
20,64,6,25,101.97,0,Clear
21,69,6,25,101.97,0,Clear
22,69,0,25,101.93,0,Clear
23,71,0,25,101.89,0,Clear
0,76,6,25,101.89,0,Clear
1,79,6,25,101.87,0,Clear
2,80,6,25,101.88,0,Clear
3,79,6,25,101.86,0,Clear
4,78,6,25,101.86,0,Clear
5,79,7,25,101.91,0,Clear
6,79,4,19.3,101.93,0,Clear
7,78,4,24.1,101.93,0,Clear
8,81,4,24.1,101.95,0,Clear
9,81,0,24.1,101.97,0,Clear
10,83,9,0.8,101.97,0,Freezing Fog
11,86,11,12.9,101.95,0,Cloudy
12,79,9,24.1,101.82,0,Mainly Clear
13,68,13,24.1,101.72,0,Mainly Clear
14,61,20,24.1,101.63,0,Cloudy
15,62,15,24.1,101.55,0,Cloudy
16,63,6,19.3,101.48,0,Cloudy
17,64,9,25,101.43,0,Cloudy
18,64,15,25,101.41,0,Cloudy
19,66,15,25,101.34,0,Cloudy
20,67,24,25,101.25,0,Mostly Cloudy
21,67,26,25,101.18,0,Cloudy
22,71,28,25,101.06,0,Cloudy
23,73,30,25,100.93,0,Cloudy
0,72,30,25,100.86,0,Cloudy
1,72,24,25,100.8,0,Cloudy
2,70,32,25,100.75,0,Snow
3,78,30,25,100.77,0,Cloudy
4,72,35,25,100.68,0,Snow
5,70,26,25,100.7,0,Cloudy
6,71,32,25,100.63,0,Cloudy
7,71,37,24.1,100.62,0,Mostly Cloudy
8,70,33,24.1,100.63,0,Mostly Cloudy
9,71,32,24.1,100.62,0,Cloudy
10,71,32,24.1,100.6,0,Cloudy
11,71,35,24.1,100.57,0,Cloudy
12,70,22,24.1,100.5,0,Cloudy
13,67,32,24.1,100.47,0,Cloudy
14,63,33,24.1,100.45,0,Mostly Cloudy
15,62,30,24.1,100.46,0,Cloudy
16,63,17,24.1,100.47,0,Cloudy
17,66,13,25,100.51,0,Cloudy
18,65,11,25,100.57,0,Cloudy
19,66,13,25,100.62,0,Cloudy
20,69,11,25,100.65,0,Cloudy
21,69,15,25,100.67,0,Cloudy
22,68,13,25,100.68,0,Mostly Cloudy
23,69,13,25,100.7,0,Mostly Cloudy
0,69,13,25,100.77,0,Cloudy
1,68,15,25,100.82,0,Mostly Cloudy
2,65,15,25,100.89,0,Mostly Cloudy
3,65,19,25,100.94,0,Snow Showers
4,58,19,25,101.03,0,Mostly Cloudy
5,61,15,25,101.14,0,Mainly Clear
6,64,20,25,101.27,0,Mostly Cloudy
7,57,17,24.1,101.39,0,Mainly Clear
8,59,17,24.1,101.53,0,Mainly Clear
9,57,19,24.1,101.64,0,Mainly Clear
10,57,19,24.1,101.69,0,Mainly Clear
11,54,11,24.1,101.74,0,Mainly Clear
12,55,13,24.1,101.73,0,Mainly Clear
13,49,15,24.1,101.73,0,Clear
14,45,15,24.1,101.79,0,Clear
15,43,19,24.1,101.85,0,Clear
16,40,22,24.1,101.88,0,Clear
17,39,19,48.3,101.94,0,Clear
18,44,11,25,102.03,0,Clear
19,46,9,25,102.09,0,Clear
20,47,11,25,102.12,0,Clear
21,47,13,25,102.15,0,Clear
22,46,9,25,102.21,0,Clear
23,47,9,25,102.21,0,Clear
0,52,4,25,102.21,0,Clear
1,48,9,25,102.21,0,Clear
2,50,6,25,102.2,0,Clear
3,51,11,25,102.15,0,Clear
4,55,4,25,102.13,0,Clear
5,49,0,25,102.11,0,Clear
6,48,9,25,102.06,0,Mainly Clear
7,59,15,24.1,102.07,0,Mainly Clear
8,60,13,48.3,102.09,0,Mainly Clear
9,64,15,48.3,102.07,0,Mainly Clear
10,60,17,48.3,102.04,0,Mainly Clear
11,56,17,48.3,101.93,0,Mainly Clear
12,52,20,48.3,101.76,0,Clear
13,47,32,48.3,101.63,0,Clear
14,47,24,48.3,101.54,0,Mainly Clear
15,43,32,48.3,101.45,0,Mainly Clear
16,45,22,48.3,101.37,0,Mainly Clear
17,47,17,48.3,101.31,0,Mainly Clear
18,46,19,24.1,101.27,0,Mainly Clear
19,49,22,25,101.28,0,Clear
20,51,22,25,101.26,0,Clear
21,57,26,25,101.25,0,Mainly Clear
22,68,17,25,101.22,0,Mainly Clear
23,71,20,25,101.19,0,Clear
0,72,13,25,101.17,0,Clear
1,71,13,25,101.16,0,Clear
2,73,11,25,101.17,0,Clear
3,72,24,25,101.12,0,Clear
4,70,26,25,101.1,0,Clear
5,73,20,25,101.11,0,Clear
6,73,20,25,101.13,0,Clear
7,75,17,24.1,101.19,0,Mainly Clear
8,74,20,24.1,101.23,0,Clear
9,71,22,24.1,101.25,0,Mainly Clear
10,67,28,24.1,101.26,0,Mainly Clear
11,63,24,24.1,101.27,0,Clear
12,58,24,48.3,101.19,0,Clear
13,56,26,48.3,101.13,0,Clear
14,56,30,24.1,101.05,0,Clear
15,53,24,48.3,101.03,0,Clear
16,51,22,48.3,101.01,0,Clear
17,54,20,48.3,101.02,0,Clear
18,54,22,24.1,101.06,0,Clear
19,63,20,25,101.1,0,Clear
20,59,17,25,101.11,0,Clear
21,65,22,25,101.13,0,Clear
22,67,28,25,101.11,0,Clear
23,69,26,25,101.1,0,Clear
0,75,22,25,101.12,0,Clear
1,73,19,25,101.13,0,Clear
2,73,22,25,101.15,0,Clear
3,78,17,25,101.13,0,Clear
4,77,20,25,101.1,0,Clear
5,77,22,25,101.07,0,Clear
6,78,22,25,101.07,0,Clear
7,78,20,24.1,101.09,0,Mostly Cloudy
8,78,17,24.1,101.12,0,Mostly Cloudy
9,78,19,24.1,101.12,0,Cloudy
10,71,28,24.1,101.1,0,Mostly Cloudy
11,67,20,24.1,101.08,0,Cloudy
12,68,24,24.1,100.97,0,Cloudy
13,64,24,24.1,100.92,0,Cloudy
14,71,30,24.1,100.91,0,Cloudy
15,68,28,24.1,100.94,0,Cloudy
16,69,30,24.1,100.9,0,Cloudy
17,66,22,25,100.87,0,Cloudy
18,68,17,25,100.92,0,Cloudy
19,68,17,25,100.91,0,Mostly Cloudy
20,69,15,25,100.88,0,Snow Showers
21,73,13,25,100.84,0,Cloudy
22,84,11,16.1,100.78,0,Snow
23,90,6,9.7,100.76,0,"Snow,Fog"
0,94,9,6.4,100.78,0,"Snow,Fog"
1,89,24,3.6,100.83,0,Snow
2,83,30,8,100.91,0,Snow
3,79,22,6.4,100.93,0,Snow
4,81,22,16.1,100.98,0,Snow
5,79,20,16.1,100.99,0,Snow
6,81,24,9.7,101,0,Snow
7,80,20,12.9,100.96,0,Snow
8,75,20,16.1,101.01,0,Snow
9,64,20,24.1,101.04,0,Cloudy
10,64,19,24.1,101.05,0,Snow
11,62,11,24.1,101.03,0,Snow
12,70,9,19.3,100.97,0,Snow
13,70,7,24.1,100.85,0,Mostly Cloudy
14,61,6,48.3,100.76,0,Mainly Clear
15,52,11,48.3,100.73,0,Mainly Clear
16,52,6,48.3,100.7,0,Mainly Clear
17,59,4,25,100.68,0,Mainly Clear
18,66,4,25,100.72,0,Clear
19,54,7,25,100.74,0,Clear
20,63,9,25,100.73,0,Clear
21,68,7,25,100.71,0,Clear
22,68,6,25,100.7,0,Clear
23,59,13,25,100.68,0,Clear
0,53,11,25,100.66,0,Clear
1,51,11,25,100.62,0,Mostly Cloudy
2,51,6,25,100.6,0,Clear
3,54,9,25,100.57,0,Mainly Clear
4,54,11,25,100.6,0,Cloudy
5,58,11,25,100.59,0,Snow
6,57,15,25,100.6,0,Snow
7,56,19,24.1,100.64,0,Snow
8,54,17,24.1,100.68,0,Cloudy
9,50,17,24.1,100.72,0,Snow
10,48,17,48.3,100.73,0,Mostly Cloudy
11,45,20,48.3,100.72,0,Mainly Clear
12,46,24,48.3,100.61,0,Mainly Clear
13,45,20,48.3,100.55,0,Mainly Clear
14,44,26,48.3,100.52,0,Mainly Clear
15,42,28,48.3,100.51,0,Mainly Clear
16,44,32,48.3,100.54,0,Mainly Clear
17,43,26,25,100.56,0,Mainly Clear
18,52,24,25,100.57,0,Mostly Cloudy
19,54,24,25,100.58,0,Mostly Cloudy
20,53,22,25,100.58,0,Cloudy
21,52,24,25,100.55,0,Cloudy
22,55,26,25,100.55,0,Cloudy
23,56,20,25,100.53,0,Cloudy
0,60,19,25,100.48,0,Snow
1,56,22,25,100.37,0,Cloudy
2,57,24,25,100.33,0,Cloudy
3,63,20,25,100.31,0,Cloudy
4,61,20,25,100.3,0,Cloudy
5,57,22,25,100.33,0,Cloudy
6,59,22,25,100.37,0,Cloudy
7,59,22,24.1,100.44,0,Cloudy
8,65,24,48.3,100.54,0,Cloudy
9,57,20,48.3,100.56,0,Cloudy
10,37,26,48.3,100.59,0,Mostly Cloudy
11,60,20,48.3,100.59,0,Cloudy
12,54,17,48.3,100.56,0,Mostly Cloudy
13,49,24,48.3,100.52,0,Mostly Cloudy
14,49,22,48.3,100.52,0,Cloudy
15,50,24,48.3,100.54,0,Cloudy
16,48,24,48.3,100.56,0,Cloudy
17,45,15,24.1,100.6,0,Mostly Cloudy
18,51,0,25,100.64,0,Mostly Cloudy
19,61,15,25,100.69,0,Mostly Cloudy
20,69,7,25,100.73,0,Cloudy
21,70,11,19.3,100.76,0,Snow
22,73,13,25,100.78,0,Cloudy
23,72,19,25,100.8,0,Cloudy
0,73,15,25,100.83,0,Mostly Cloudy
1,72,13,25,100.86,0,Mainly Clear
2,66,11,25,100.93,0,Mainly Clear
3,61,9,25,100.96,0,Mostly Cloudy
4,61,11,25,101.01,0,Mostly Cloudy
5,59,4,25,101.03,0,Mostly Cloudy
6,64,6,25,101.04,0,Mainly Clear
7,59,7,24.1,101.07,0,Mainly Clear
8,58,9,24.1,101.12,0,Mainly Clear
9,59,4,24.1,101.12,0,Mainly Clear
10,64,4,24.1,101.15,0,Mainly Clear
11,65,0,19.3,101.14,0,Mostly Cloudy
12,68,4,24.1,101.09,0,Cloudy
13,72,4,24.1,101.02,0,Cloudy
14,68,9,24.1,100.98,0,Mostly Cloudy
15,62,9,24.1,100.98,0,Mostly Cloudy
16,59,7,24.1,100.97,0,Mostly Cloudy
17,70,9,24.1,101.01,0,Mostly Cloudy
18,68,9,25,101.08,0,Cloudy
19,56,7,25,101.13,0,Cloudy
20,69,4,25,101.16,0,Mostly Cloudy
21,67,7,25,101.18,0,Mainly Clear
22,68,0,25,101.21,0,Cloudy
23,72,0,25,101.22,0,Cloudy
0,76,4,25,101.26,0,Cloudy
1,78,4,25,101.31,0,Cloudy
2,74,0,25,101.33,0,Cloudy
3,75,4,25,101.36,0,Cloudy
4,81,0,25,101.39,0,Snow
5,88,7,4.8,101.45,0,Snow
6,91,0,4.8,101.48,0,Snow
7,91,4,6.4,101.51,0,Snow
8,89,4,4.8,101.57,0,Snow
9,88,4,3.2,101.61,0,Snow
10,88,0,6.4,101.62,0,Snow
11,85,0,8,101.65,0,Snow
12,84,0,9.7,101.67,0,Snow
13,87,6,9.7,101.67,0,Snow
14,90,7,9.7,101.68,0,Snow
15,88,6,12.9,101.72,0,Cloudy
16,87,6,12.9,101.75,1,Rain
17,88,6,11.3,101.8,1,Rain
18,91,7,9.7,101.85,1,Rain
19,91,7,9.7,101.89,1,Rain
20,91,7,6.4,101.91,1,Rain
21,92,13,8,101.95,0,Snow
22,92,7,6.4,101.98,0,Fog
23,90,7,8,101.97,0,Fog
0,92,9,9.7,101.96,0,Fog
1,89,7,12.9,102,0,Cloudy
2,90,4,12.9,101.97,0,Cloudy
3,90,6,25,101.94,0,Cloudy
4,89,7,12.9,101.94,0,Cloudy
5,89,4,12.9,101.92,0,Cloudy
6,85,6,12.9,101.93,0,Cloudy
7,83,7,12.9,101.96,0,Cloudy
8,84,7,16.1,101.95,0,Cloudy
9,80,0,16.1,101.91,0,Mostly Cloudy
10,76,11,24.1,101.83,0,Mainly Clear
11,68,11,24.1,101.76,0,Mostly Cloudy
12,62,19,24.1,101.65,0,Mostly Cloudy
13,65,19,24.1,101.53,0,Mostly Cloudy
14,64,19,24.1,101.39,0,Mostly Cloudy
15,63,19,24.1,101.29,0,Mostly Cloudy
16,64,15,24.1,101.22,0,Cloudy
17,63,15,24.1,101.17,0,Cloudy
18,69,19,24.1,101.13,1,Rain
19,75,17,25,101.02,1,Rain
20,84,17,16.1,100.94,1,Rain
21,87,15,25,100.88,1,Rain
22,86,17,12.9,100.8,1,Rain
23,89,19,16.1,100.71,1,Rain
0,89,19,12.9,100.64,1,Rain
1,90,19,12.9,100.57,1,Rain
2,92,17,9.7,100.5,1,Rain
3,92,19,12.9,100.45,1,Rain
4,92,20,8,100.47,1,Drizzle
5,92,24,12.9,100.49,0,Cloudy
6,86,30,16.1,100.54,0,Cloudy
7,79,24,24.1,100.58,0,Mostly Cloudy
8,75,32,24.1,100.67,0,Cloudy
9,71,32,24.1,100.74,0,Mostly Cloudy
10,67,41,48.3,100.76,0,Mostly Cloudy
11,62,32,48.3,100.77,0,Cloudy
12,61,24,24.1,100.71,0,Cloudy
13,59,22,24.1,100.66,0,Mostly Cloudy
14,53,28,24.1,100.62,0,Mostly Cloudy
15,58,30,24.1,100.63,0,Mostly Cloudy
16,56,26,24.1,100.64,0,Cloudy
17,62,26,24.1,100.66,0,Mostly Cloudy
18,64,22,25,100.69,0,Mostly Cloudy
19,67,28,25,100.68,0,Mostly Cloudy
20,68,24,25,100.68,0,Mostly Cloudy
21,68,19,25,100.7,0,Mostly Cloudy
22,69,15,25,100.72,0,Mainly Clear
23,69,26,25,100.7,0,Mainly Clear
0,71,24,25,100.71,0,Mainly Clear
1,68,22,25,100.71,0,Mainly Clear
2,71,22,25,100.74,0,Mainly Clear
3,69,26,25,100.72,0,Mostly Cloudy
4,71,22,25,100.74,0,Mostly Cloudy
5,72,19,25,100.79,0,Cloudy
6,70,20,25,100.82,0,Mostly Cloudy
7,71,24,25,100.84,0,Mostly Cloudy
8,70,19,24.1,100.85,0,Mostly Cloudy
9,70,24,48.3,100.85,0,Mainly Clear
10,67,24,48.3,100.83,0,Cloudy
11,66,17,48.3,100.81,0,Cloudy
12,60,15,48.3,100.75,0,Mostly Cloudy
13,56,20,48.3,100.7,0,Mostly Cloudy
14,61,15,48.3,100.7,0,Mostly Cloudy
15,58,19,48.3,100.71,0,Mostly Cloudy
16,56,19,48.3,100.73,0,Mostly Cloudy
17,59,13,48.3,100.78,0,Mostly Cloudy
18,56,15,25,100.88,0,Mostly Cloudy
19,58,11,25,100.99,0,Mainly Clear
20,63,11,25,101.09,0,Clear
21,65,9,25,101.16,0,Clear
22,69,9,25,101.21,0,Clear
23,69,9,25,101.29,0,Clear
0,69,13,25,101.37,0,Clear
1,66,19,25,101.46,0,Mainly Clear
2,68,9,25,101.49,0,Mainly Clear
3,72,0,25,101.43,0,Clear
4,69,7,25,101.44,0,Mainly Clear
5,74,9,25,101.48,0,Mainly Clear
6,76,6,25,101.5,0,Clear
7,72,7,25,101.53,0,Mainly Clear
8,73,7,24.1,101.57,0,Mostly Cloudy
9,71,9,24.1,101.59,0,Mostly Cloudy
10,68,15,48.3,101.59,0,Cloudy
11,68,17,48.3,101.59,0,Mostly Cloudy
12,64,17,48.3,101.56,0,Mainly Clear
13,64,19,48.3,101.51,0,Mainly Clear
14,58,15,48.3,101.45,0,Clear
15,56,17,48.3,101.43,0,Clear
16,54,20,48.3,101.37,0,Clear
17,56,15,48.3,101.36,0,Clear
18,59,13,48.3,101.39,0,Clear
19,59,15,25,101.43,0,Clear
20,62,13,25,101.47,0,Clear
21,67,11,25,101.51,0,Clear
22,69,9,25,101.52,0,Clear
23,65,7,25,101.52,0,Clear
0,64,4,25,101.55,0,Clear
1,67,0,25,101.63,0,Clear
2,76,4,25,101.66,0,Clear
3,73,7,25,101.68,0,Clear
4,77,6,25,101.69,0,Clear
5,75,6,25,101.77,0,Clear
6,75,4,25,101.81,0,Clear
7,76,4,24.1,101.87,0,Clear
8,70,4,48.3,101.98,0,Mainly Clear
9,65,6,48.3,102.04,0,Mostly Cloudy
10,64,9,48.3,102.07,0,Mostly Cloudy
11,61,9,48.3,102.09,0,Mostly Cloudy
12,62,11,48.3,102.1,0,Mostly Cloudy
13,58,20,48.3,102.08,0,Mostly Cloudy
14,57,17,48.3,102.07,0,Mainly Clear
15,56,19,48.3,102.07,0,Mostly Cloudy
16,60,20,48.3,102.06,0,Mainly Clear
17,59,17,48.3,102.08,0,Clear
18,65,9,48.3,102.1,0,Clear
19,68,7,25,102.13,0,Clear
20,68,6,25,102.16,0,Mainly Clear
21,66,6,25,102.18,0,Clear
22,66,0,25,102.2,0,Clear
23,76,4,25,102.2,0,Clear
0,73,9,25,102.21,0,Clear
1,73,6,25,102.18,0,Clear
2,74,7,25,102.21,0,Clear
3,76,4,25,102.19,0,Clear
4,79,4,25,102.12,0,Clear
5,82,7,25,102.05,0,Mainly Clear
6,81,6,25,102.03,0,Mainly Clear
7,80,7,48.3,102.03,0,Mainly Clear
8,78,7,48.3,101.98,0,Mostly Cloudy
9,73,9,48.3,101.87,0,Mostly Cloudy
10,66,11,48.3,101.72,0,Mostly Cloudy
11,63,15,48.3,101.55,0,Cloudy
12,60,19,48.3,101.38,0,Cloudy
13,59,24,48.3,101.19,0,Cloudy
14,55,22,48.3,100.95,0,Mostly Cloudy
15,55,19,48.3,100.82,0,Cloudy
16,56,17,48.3,100.66,0,Cloudy
17,53,9,48.3,100.59,0,Cloudy
18,55,9,25,100.54,0,Cloudy
19,53,0,25,100.5,0,Cloudy
20,71,4,25,100.43,0,Cloudy
21,72,6,25,100.4,0,Cloudy
22,75,6,25,100.35,0,Snow
23,70,0,25,100.2,0,Cloudy
0,83,19,9.7,100.1,0,Snow
1,80,15,12.9,99.97,0,Snow
2,75,19,12.9,99.87,0,Snow
3,82,20,9.7,99.77,1,"Rain,Snow"
4,85,15,12.9,99.68,1,Rain
5,87,15,9.7,99.64,1,Rain
6,88,13,12.9,99.59,1,Rain
7,90,15,6.4,99.57,1,"Rain,Fog"
8,89,17,19.3,99.57,1,Rain
9,85,26,24.1,99.57,0,Cloudy
10,82,28,24.1,99.54,0,Mostly Cloudy
11,74,26,24.1,99.56,0,Mostly Cloudy
12,66,28,24.1,99.52,0,Mostly Cloudy
13,61,22,24.1,99.4,0,Mostly Cloudy
14,59,17,24.1,99.32,0,Mostly Cloudy
15,62,28,24.1,99.3,1,Rain Showers
16,83,19,24.1,99.31,0,Mainly Clear
17,84,19,24.1,99.29,0,Mostly Cloudy
18,83,9,24.1,99.33,0,Mostly Cloudy
19,86,6,25,99.34,0,Mainly Clear
20,84,13,25,99.32,0,Mostly Cloudy
21,79,15,25,99.33,0,Mostly Cloudy
22,78,15,25,99.26,0,Cloudy
23,77,13,25,99.27,0,Cloudy
0,79,20,25,99.23,1,Rain Showers
1,82,11,25,99.18,0,Cloudy
2,85,7,25,99.17,0,Snow
3,89,6,6.4,99.14,0,Snow
4,90,4,6.4,99.13,0,Fog
